Gene,lof.oe_ci.upper
FMNL2,0.532
FMNL3,0.575
FMO1,0.874
FMO2,0.917
FMO3,1.314
FMO4,1.329
FMO5,1.387
FMOD,0.805
FN1,0.367
FN3K,1.317
FN3KRP,1.255
FNBP1,0.446
FNBP1L,0.7
FNBP4,0.352
FNDC1,0.634
FNDC10,1.894
FNDC11,1.308
FNDC3A,0.256
FNDC3B,0.164
FNDC4,0.696
FNDC5,0.588
FNDC7,0.993
FNDC8,1.266
FNDC9,0.803
FNIP1,0.383
FNIP2,0.42
FNTA,0.977
FNTB,0.665
FOCAD,0.941
FOLH1,0.772
FOLH1B,0.976
FOLR1,0.735
FOLR2,0.837
FOLR3,0.748
FOS,0.489
FOSB,0.428
FOSL1,0.97
FOSL2,0.279
FOXA1,0.575
FOXA2,0.518
FOXA3,1.048
FOXB1,0.689
FOXB2,1.935
FOXC1,1.276
FOXC2,1.807
FOXD1,1.931
FOXD2,1.955
FOXD3,1.889
FOXD4,1.373
FOXD4L1,0.799
FOXD4L3,0.297
FOXD4L4,0.777
FOXD4L5,0.409
FOXD4L6,1.427
FOXE1,1.926
FOXE3,1.935
FOXF1,0.685
FOXF2,1.016
FOXG1,0.36
FOXH1,1.608
FOXI1,1.046
FOXI2,1.943
FOXI3,0.73
FOXJ1,0.701
FOXJ2,0.398
FOXJ3,0.418
FOXK1,0.664
FOXK2,0.663
FOXL1,1.184
FOXL2,1.913
FOXL2NB,1.951
FOXL3,1.965
FOXM1,0.503
FOXN1,0.417
FOXN2,0.735
FOXN3,0.224
FOXN4,0.435
FOXO1,0.236
FOXO3,0.247
FOXO3B,1.436
FOXO6,1.063
FOXP1,0.25
FOXP2,0.141
FOXP4,0.43
FOXQ1,1.938
FOXR1,0.984
FOXRED1,1.1
FOXRED2,0.762
FOXS1,0.959
FPGS,1.083
FPGT,1.118
FPGT-TNNI3K,1.37
FPR1,1.871
FPR2,1.667
FPR3,1.906
FRA10AC1,1.807
FRAS1,0.729
FRAT1,1.798
FRAT2,1.877
FREM1,1.07
FREM2,0.588
FREM3,0.934
FRG1,0.766
FRG2,0.89
FRG2B,0.47
FRG2C,1.472
FRK,1.016
FRMD1,1.209
FRMD3,0.563
FRMD4A,0.378
FRMD4B,0.576
FRMD5,0.488
FRMD6,0.808
FRMD8,1.108
FRMPD1,0.733
FRMPD2,0.946
FRRS1,1.033
FRRS1L,1.274
FRS2,0.392
FRS3,0.679
FRY,0.39
FRYL,0.338
FRZB,1.518
FSBP,1.051
FSCB,1.816
FSCN1,0.511
FSCN2,1.765
FSCN3,1.118
FSD1,0.493
FSD1L,0.781
FSD2,1.06
FSHB,1.163
FSHR,1.04
FSIP1,1.324
FSIP2,0.769
FST,0.237
FSTL1,0.805
FSTL3,1.603
FSTL4,0.441
FSTL5,0.762
FTCD,1.493
FTH1,0.396
FTL,1.552
FTMT,1.157
FTO,0.913
FTSJ3,0.439
FUBP1,0.277
FUBP3,0.437
FUCA1,1.162
FUCA2,1.015
FUOM,1.669
FURIN,0.3
FUS,0.104
FUT1,1.892
FUT10,0.953
FUT11,1.39
FUT2,1.71
FUT3,1.83
FUT4,1.216
FUT5,1.814
FUT6,0.989
FUT7,1.191
FUT8,0.654
FUT9,0.764
FUZ,1.116
FXN,0.734
FXR1,0.258
FXR2,0.321
FXYD1,0.83
FXYD2,1.239
FXYD3,0.997
FXYD4,1.1
FXYD5,1.134
FXYD6,0.807
FXYD6-FXYD2,0.798
FXYD7,1.205
FYB1,0.366
FYB2,1.069
FYCO1,0.815
FYN,0.215
FYTTD1,0.844
FZD1,0.684
FZD10,0.856
FZD2,0.69
FZD3,0.49
FZD4,0.614
FZD5,0.47
FZD6,1.2
FZD7,0.781
FZD8,0.753
FZD9,1.368
FZR1,0.337
G0S2,1.857
G2E3,0.6
G3BP1,1.119
G3BP2,1.031
G6PC1,0.865
G6PC2,1.679
G6PC3,0.956
GAA,1.008
GAB1,0.435
GAB2,0.524
GAB4,0.569
GABARAP,1.441
GABARAPL1,0.738
GABARAPL2,1.553
GABBR1,0.375
GABBR2,0.362
GABPA,0.083
GABPB1,0.487
GABPB2,0.792
GABRA1,0.271
GABRA2,0.48
GABRA4,0.385
GABRA5,0.268
GABRA6,1.133
GABRB1,0.565
GABRB2,0.348
GABRB3,0.394
GABRD,0.752
GABRG1,1.311
GABRG2,0.37
GABRG3,0.576
GABRP,1.315
GABRR1,1.195
GABRR2,0.991
GABRR3,0.861
GAD1,0.56
GAD2,0.348
GADD45A,0.512
GADD45B,1.078
GADD45G,0.849
GADD45GIP1,1.316
GADL1,1.206
GAK,0.673
GAL,1.72
GAL3ST1,0.764
GAL3ST2,1.849
GAL3ST3,1.686
GAL3ST4,1.282
GALC,0.902
GALE,0.817
GALK1,1.116
GALK2,0.764
GALM,1.354
GALNS,1.194
GALNT1,0.359
GALNT10,0.657
GALNT11,0.783
GALNT12,0.819
GALNT13,0.734
GALNT14,0.924
GALNT15,1.107
GALNT16,0.555
GALNT17,0.598
GALNT18,0.849
GALNT2,0.503
GALNT3,0.678
GALNT4,0.65
GALNT5,1.01
GALNT6,1.024
GALNT7,0.776
GALNT8,1.196
GALNT9,1.082
GALNTL5,1.079
GALNTL6,0.735
GALP,1.623
GALR1,0.89
GALR2,1.76
GALR3,1.823
GALT,0.935
GAMT,1.457
GAN,0.781
GANAB,0.371
GANC,0.82
GAP43,0.358
GAPDH,0.671
GAPDHS,1.206
GAPT,1.849
GAPVD1,0.243
GAR1,1.136
GAREM1,0.5
GAREM2,0.794
GARNL3,0.501
GARRE1,0.579
GARS1,0.607
GART,0.496
GAS1,1.795
GAS2,0.726
GAS2L1,1.044
GAS2L2,0.884
GAS2L3,1.132
GAS6,0.787
GAS7,0.555
GAS8,1.412
GASK1A,1.335
GASK1B,0.787
GAST,1.288
GATA2,0.335
GATA3,0.247
GATA4,0.174
GATA5,1.629
GATA6,0.527
GATAD1,1.789
GATAD2A,0.228
GATAD2B,0.236
GATB,0.774
GATC,1.431
GATD1,1.431
GATM,0.562
GBA,0.707
GBA2,0.732
GBA3,
GBE1,1.105
GBF1,0.609
GBGT1,1.176
GBP1,1.119
GBP2,1.076
GBP3,1.046
GBP4,1.362
GBP5,0.875
GBP6,1.051
GBP7,0.837
GBX1,0.768
GBX2,0.596
GC,1.492
GCA,1.847
GCAT,0.997
GCC1,0.724
GCC2,0.616
GCDH,0.752
GCFC2,1.675
GCG,0.943
GCGR,1.018
GCH1,0.899
GCHFR,1.857
GCK,0.815
GCKR,0.94
GCLC,0.404
GCLM,1.416
GCM1,0.404
GCM2,1.205
GCN1,0.349
GCNT1,0.827
GCNT2,1.233
GCNT3,1.724
GCNT4,0.8
GCNT7,1.215
GCOM1,1.129
GCSAM,1.178
GCSAML,1.729
GCSH,1.274
GDA,1.178
GDAP1,0.952
GDAP1L1,0.775
GDAP2,1.544
GDE1,1.576
GDF1,1.972
GDF10,1.113
GDF11,0.592
GDF15,1.723
GDF2,1.208
GDF3,1.513
GDF5,0.71
GDF6,0.342
GDF7,1.726
GDF9,1.116
GDI2,0.774
GDNF,0.305
GDPD1,1.703
GDPD3,1.175
GDPD4,1.037
GDPD5,0.883
GDPGP1,1.27
GEM,1.25
GEMIN2,1.765
GEMIN4,0.947
GEMIN5,0.839
GEMIN6,1.356
GEMIN7,1.421
GEN1,1.422
GET1,1.237
GET1-SH3BGR,1.26
GET3,0.734
GET4,0.638
GFAP,0.87
GFER,1.656
GFI1,0.715
GFI1B,0.737
GFM1,0.777
GFM2,1.027
GFOD1,0.493
GFOD2,0.527
GFPT1,0.687
GFPT2,1.126
GFRA1,0.445
GFRA2,0.67
GFRA3,0.829
GFRA4,1.976
GFRAL,1.205
GFUS,1.309
GFY,1.283
GGA1,0.321
GGA2,0.95
GGA3,0.951
GGACT,1.031
GGCT,1.335
GGCX,0.88
GGH,1.488
GGN,1.156
GGNBP2,0.182
GGPS1,1.016
GGT1,0.574
GGT2,1.155
GGT5,1.052
GGT6,1.133
GGT7,0.616
GGTLC1,1.11
GGTLC2,1.232
GH1,0.838
GH2,0.993
GHDC,1.078
GHITM,0.965
GHR,0.65
GHRH,0.925
GHRHR,0.877
GHRL,1.673
GHSR,1.033
GID4,0.53
GID8,0.567
GIGYF1,0.735
GIGYF2,0.131
GIMAP1,0.473
GIMAP1-GIMAP5,0.94
GIMAP2,1.19
GIMAP4,1.204
GIMAP5,1.382
GIMAP6,0.868
GIMAP7,
GIMAP8,1.105
GIMD1,1.493
GIN1,1.086
GINM1,1.333
GINS1,1.888
GINS2,1.755
GINS3,1.336
GINS4,0.993
GIP,1.478
GIPC1,0.662
GIPC2,1.849
GIPC3,0.952
GIPR,1.562
GIT1,0.246
GIT2,0.63
GJA1,0.522
GJA10,1.255
GJA3,1.922
GJA4,0.783
GJA5,0.765
GJA8,1.093
GJA9,1.86
GJB2,1.965
GJB3,1.277
GJB4,1.922
GJB5,1.806
GJB6,1.524
GJB7,1.901
GJC1,0.348
GJC2,1.604
GJC3,1.213
GJD2,0.797
GJD3,
GJD4,1.853
GK2,1.415
GK3P,1.258
GK5,0.561
GKAP1,0.789
GKN1,1.754
GKN2,1.119
GLB1,0.919
GLB1L,0.859
GLB1L2,1.021
GLB1L3,1.108
GLCCI1,0.63
GLCE,0.515
GLDC,1.09
GLDN,1.019
GLE1,1.061
GLG1,0.434
GLI1,0.704
GLI2,0.27
GLI3,0.273
GLI4,1.728
GLIPR1,1.123
GLIPR1L1,1.308
GLIPR1L2,1.135
GLIPR2,1.437
GLIS1,0.524
GLIS2,0.637
GLIS3,0.721
GLMN,1.585
GLMP,1.263
GLOD4,1.682
GLP1R,0.494
GLP2R,1.265
GLRA1,0.975
GLRA3,1.243
GLRB,0.746
GLRX,1.581
GLRX2,1.351
GLRX3,1.784
GLRX5,1.741
GLS,1.234
GLS2,0.666
GLT1D1,0.953
GLT6D1,1.28
GLT8D1,1.266
GLT8D2,1.328
GLTP,1.358
GLTPD2,1.494
GLUD1,0.506
GLUL,0.365
GLYAT,1.884
GLYATL1,0.922
GLYATL2,1.65
GLYATL3,1.768
GLYCTK,1.249
GLYR1,0.383
GM2A,0.968
GMCL1,1.481
GMCL2,1.202
GMDS,0.719
GMEB1,0.151
GMEB2,0.368
GMFG,1.236
GMIP,0.653
GML,1.831
GMNC,0.882
GMPPA,1.01
GMPPB,1.123
GMPR,1.218
GMPR2,1.016
GMPS,1.199
GNA11,0.374
GNA12,0.559
GNA13,0.262
GNA14,1.413
GNA15,0.906
GNAI1,0.495
GNAI2,0.2
GNAI3,1.113
GNAL,0.41
GNAO1,0.105
GNAQ,0.632
GNAS,0.166
GNAT1,1.138
GNAT2,1.176
GNAT3,1.009
GNAZ,0.302
GNB1,0.222
GNB1L,0.985
GNB2,0.294
GNB3,1.072
GNB4,0.841
GNB5,1.155
GNE,0.797
GNG10,1.938
GNG12,0.792
GNG13,1.796
GNG2,1.42
GNG3,1.485
GNG4,1.896
GNG5,1.485
GNG7,0.869
GNG8,1.686
GNGT2,1.626
GNL1,0.355
GNL2,0.812
GNL3,1.378
GNLY,1.5
GNMT,1.274
GNPAT,0.471
GNPDA1,1.095
GNPDA2,1.29
GNPTAB,0.788
GNPTG,1.347
GNRH1,1.22
GNRH2,1.66
GNRHR,0.789
GNS,1.421
GOLGA1,0.687
GOLGA2,0.407
GOLGA3,0.568
GOLGA4,0.655
GOLGA5,0.759
GOLGA6A,0.327
GOLGA6B,0.726
GOLGA6C,0.583
GOLGA6D,1.397
GOLGA6L1,1.74
GOLGA6L10,0.398
GOLGA6L2,1.431
GOLGA6L22,1.703
GOLGA6L6,0.995
GOLGA6L7,0.893
GOLGA6L9,0.916
GOLGA7B,1.181
GOLGA8A,0.826
GOLGA8B,1.234
GOLGA8H,1.731
GOLGA8J,0.824
GOLGA8K,1.244
GOLGA8M,0.994
GOLGA8N,1.388
GOLGA8O,0.808
GOLGA8Q,1.73
GOLGA8R,1.947
GOLGA8S,1.454
GOLGA8T,0.947
GOLGB1,0.487
GOLIM4,0.755
GOLM1,0.885
GOLM2,0.64
GOLPH3,0.955
GOLPH3L,1.514
GOLT1A,1.002
GON4L,0.486
GON7,0.794
GOPC,0.813
GORAB,0.372
GORASP1,0.921
GORASP2,0.615
GOSR1,1.753
GOSR2,1.162
GOT1,0.69
GOT1L1,1.061
GOT2,0.576
GP1BA,1.289
GP1BB,1.922
GP2,1.091
GP5,1.84
GP6,1.734
GP9,
GPA33,0.957
GPAA1,1.077
GPALPP1,1.849
GPAM,0.728
GPANK1,1.178
GPAT2,0.637
GPAT3,1.153
GPAT4,0.433
GPATCH1,0.721
GPATCH11,0.997
GPATCH2,1.233
GPATCH2L,0.734
GPATCH3,1.009
GPATCH4,1.647
GPATCH8,0.247
GPBAR1,1.572
GPBP1,0.232
GPBP1L1,0.619
GPC1,0.795
GPC2,1.083
GPC5,1.123
GPC6,0.36
GPCPD1,0.691
GPD1,0.891
GPD1L,0.87
GPD2,0.704
GPER1,1.885
GPHA2,1.293
GPHB5,1.34
GPHN,0.24
GPI,0.843
GPIHBP1,1.375
GPLD1,0.828
GPM6A,0.362
GPN1,1.431
GPN2,1.218
GPN3,1.709
GPNMB,1.487
GPR107,0.744
GPR108,0.957
GPR12,0.67
GPR132,1.836
GPR135,1.795
GPR137,0.707
GPR137B,1.182
GPR137C,0.925
GPR139,0.728
GPR141,1.497
GPR142,1.403
GPR148,1.858
GPR149,1.285
GPR15,1.22
GPR150,1.972
GPR151,1.147
GPR152,1.883
GPR153,1.048
GPR155,0.891
GPR156,0.961
GPR157,0.988
GPR158,0.679
GPR160,1.648
GPR161,0.855
GPR162,0.806
GPR17,1.787
GPR171,1.19
GPR176,1.008
GPR179,0.965
GPR18,1.238
GPR180,1.353
GPR182,1.09
GPR183,0.758
GPR19,0.736
GPR20,
GPR21,0.64
GPR22,0.662
GPR25,1.935
GPR26,1.3
GPR27,1.363
GPR3,1.405
GPR31,1.931
GPR32,1.883
GPR33,1.489
GPR35,1.86
GPR37,0.665
GPR37L1,1.279
GPR39,1.632
GPR4,0.92
GPR42,1.874
GPR45,1.298
GPR52,0.577
GPR55,1.023
GPR6,1.137
GPR61,0.816
GPR62,1.938
GPR63,0.799
GPR65,1.933
GPR68,1.154
GPR75,1.395
GPR75-ASB3,1.019
GPR78,1.975
GPR83,1.11
GPR84,0.878
GPR85,0.594
GPR87,1.634
GPR88,1.77
GPR89A,0.848
GPR89B,1.29
GPRC5A,1.233
GPRC5B,0.785
GPRC5C,0.988
GPRC5D,0.863
GPRC6A,1.4
GPRIN1,1.962
GPRIN2,1.956
GPRIN3,1.275
GPS1,0.337
GPS2,0.552
GPSM1,0.937
GPSM2,0.786
GPSM3,1.273
GPT,1.6
GPT2,0.554
GPX1,1.38
GPX2,1.677
GPX3,1.215
GPX4,1.385
GPX5,1.373
GPX6,1.151
GPX7,1.57
GPX8,1.073
GRAMD1A,0.664
GRAMD1B,0.64
GRAMD1C,1.883
GRAMD2A,0.875
GRAMD2B,1.171
GRAMD4,0.455
GRAP,1.351
GRAP2,1.118
GRB10,0.304
GRB14,0.78
GRB2,0.216
GRB7,0.923
GREB1,0.624
GREB1L,0.125
GREM1,0.856
GREM2,1.164
GRHL1,0.834
GRHL2,0.367
GRHL3,0.374
GRHPR,1.277
GRIA1,0.387
GRIA2,0.123
GRIA4,0.386
GRID1,0.376
GRID2,0.283
GRID2IP,0.887
GRIFIN,1.891
GRIK1,0.789
GRIK2,0.422
GRIK3,0.388
GRIK4,0.509
GRIK5,0.569
GRIN1,0.553
GRIN2A,0.203
GRIN2B,0.102
GRIN2C,1.15
GRIN2D,0.642
GRIN3A,0.63
GRIN3B,1.701
GRINA,0.813
GRIP1,0.337
GRIP2,0.795
GRK1,1.1
GRK2,0.29
GRK3,0.653
GRK4,1.167
GRK5,0.604
GRK6,0.591
GRK7,0.836
GRM1,0.331
GRM2,0.741
GRM3,0.493
GRM4,0.456
GRM5,0.43
GRM6,1.229
GRM7,0.486
GRM8,0.619
GRN,0.535
GRP,1.439
GRPEL1,0.971
GRPEL2,1.225
GRSF1,1.381
GRTP1,1.646
GRWD1,0.861
GRXCR1,1.377
GRXCR2,1.354
GSAP,1.034
GSC,1.398
GSC2,1.9
GSDMA,1.092
GSDMB,0.908
GSDMC,1.083
GSDMD,1.477
GSDME,1.142
GSE1,0.349
GSG1,1.11
GSG1L,1.082
GSK3A,0.305
GSK3B,0.512
GSKIP,0.546
GSN,0.77
GSPT1,0.27
GSR,1.182
GSS,0.782
GSTA1,1.539
GSTA2,1.635
GSTA3,1.174
GSTA4,0.878
GSTA5,1.54
GSTCD,0.83
GSTK1,1.077
GSTM1,
GSTM2,1.418
GSTM3,1.222
GSTM4,1.183
GSTM5,1.055
GSTO1,1.236
GSTO2,1.207
GSTP1,1.413
GSTT2B,1.364
GSTZ1,1.252
GSX1,1.419
GSX2,1.278
GTDC1,1.492
GTF2A1,0.425
GTF2A1L,1.167
GTF2B,0.875
GTF2E1,0.583
GTF2E2,0.891
GTF2F1,0.802
GTF2F2,1.891
GTF2H1,0.416
GTF2H2,1.847
GTF2H2C,0.574
GTF2H3,1.301
GTF2H4,0.984
GTF2H5,1.727
GTF2I,0.195
GTF2IRD1,0.309
GTF2IRD2,0.671
GTF2IRD2B,0.794
GTF3A,1.893
GTF3C1,0.344
GTF3C2,0.219
GTF3C3,0.983
GTF3C4,0.502
GTF3C5,0.986
GTF3C6,1.372
GTPBP1,0.523
GTPBP10,1.276
GTPBP2,0.673
GTPBP3,1.097
GTPBP4,0.405
GTPBP8,1.51
GTSE1,1.026
GTSF1,0.484
GTSF1L,1.36
GUCA1A,0.862
GUCA1B,1.248
GUCA1C,1.448
GUCA2A,1.96
GUCA2B,1.037
GUCD1,0.977
GUCY1A1,0.933
GUCY1A2,0.704
GUCY1B1,0.675
GUCY2C,1.118
GUCY2D,0.911
GUF1,1.474
GUK1,1.119
GUSB,0.812
GVQW3,0.947
GXYLT1,0.926
GXYLT2,1.272
GYG1,1.144
GYPA,1.591
GYPB,1.591
GYPC,1.362
GYPE,1.121
GYS1,0.898
GYS2,1.256
GZF1,0.802
GZMA,1.265
GZMB,1.422
GZMH,1.225
GZMK,1.251
GZMM,1.791
H1-0,1.137
H1-1,1.949
H1-10,1.83
H1-2,1.726
H1-3,1.877
H1-4,1.849
H1-5,1.686
H1-6,1.857
H1-7,1.934
H1-8,1.081
H2AC1,1.697
H2AC11,1.873
H2AC12,1.913
H2AC13,1.413
H2AC14,1.865
H2AC15,1.583
H2AC16,1.937
H2AC17,1.922
H2AC20,1.656
H2AC21,0.936
H2AC4,1.85
H2AC6,1.43
H2AC7,1.96
H2AC8,1.904
H2AJ,0.885
H2AW,1.666
H2AX,0.783
H2AZ1,0.4
H2AZ2,1.062
H2BC1,1.712
H2BC10,1.683
H2BC11,1.823
H2BC12,1.805
H2BC13,1.962
H2BC14,1.983
H2BC15,1.526
H2BC17,1.954
H2BC18,1.901
H2BC21,1.023
H2BC3,1.881
H2BC4,1.93
H2BC5,1.918
H2BC6,1.878
H2BC7,1.979
H2BC8,1.947
H2BC9,1.96
H2BE1,1.768
H2BU1,1.906
H3-2,1.721
H3-3B,0.485
H3-4,1.902
H3-5,1.693
H3C1,1.961
H3C10,1.871
H3C11,1.663
H3C12,1.624
H3C13,1.832
H3C2,1.892
H3C3,1.952
H3C4,1.773
H3C6,1.972
H3C7,1.433
H3C8,1.962
H4-16,1.741
H4C1,1.963
H4C11,1.256
H4C12,1.799
H4C13,1.97
H4C2,1.91
H4C3,1.955
H4C4,1.951
H4C5,1.98
H4C6,1.909
H4C7,1.889
H4C8,1.957
H4C9,1.641
H6PD,1.003
HAAO,1.488
HABP2,1.38
HABP4,1.175
HACD1,1.764
HACD2,0.941
HACD3,0.763
HACD4,1.589
HACE1,0.735
HACL1,1.709
HADH,1.044
HADHA,0.734
HADHB,0.866
HAGH,1.257
HAGHL,1.723
HAL,1.213
HAMP,1.464
HAND1,1.188
HAND2,0.601
HAO1,1.219
HAO2,1.329
HAP1,1.208
HAPLN1,0.56
HAPLN2,1.403
HAPLN3,1.24
HAPLN4,1.084
HARBI1,0.872
HARS1,0.915
HARS2,0.827
HAS1,1.249
HAS2,0.43
HAS3,0.781
HASPIN,1.067
HAT1,1.439
HAUS1,1.067
HAUS2,1.858
HAUS3,0.71
HAUS4,0.801
HAUS5,0.86
HAUS6,1.164
HAUS8,1.14
HAVCR1,1.94
HAVCR2,0.791
HAX1,1.05
HBA1,1.868
HBA2,1.689
HBB,1.952
HBD,1.586
HBE1,1.595
HBEGF,0.737
HBG1,1.644
HBG2,0.38
HBM,1.437
HBP1,0.679
HBQ1,1.939
HBS1L,0.709
HBZ,1.816
HCAR1,1.775
HCAR2,1.871
HCAR3,1.824
HCFC1R1,1.667
HCFC2,0.225
HCK,0.715
HCLS1,0.748
HCN1,0.329
HCN2,0.627
HCN3,0.748
HCN4,0.557
HCRT,1.854
HCRTR1,0.919
HCRTR2,0.6
HCST,1.598
HDAC1,0.529
HDAC10,1.296
HDAC11,0.777
HDAC2,0.367
HDAC3,0.344
HDAC4,0.185
HDAC5,0.261
HDAC7,0.273
HDAC9,0.235
HDC,0.59
HDDC2,1.165
HDDC3,1.397
HDGF,0.396
HDGFL1,
HDGFL2,0.573
HDGFL3,0.179
HDHD2,1.674
HDHD3,1.395
HDHD5,1.246
HDLBP,0.264
HEATR1,0.312
HEATR3,0.879
HEATR4,0.961
HEATR5A,0.898
HEATR5B,0.763
HEATR6,0.882
HEATR9,0.952
HEBP1,0.817
HEBP2,1.317
HECA,0.578
HECTD1,0.248
HECTD2,0.331
HECTD3,0.797
HECTD4,0.289
HECW1,0.414
HECW2,0.498
HEG1,0.645
HELB,1.143
HELLS,0.523
HELQ,0.569
HELT,0.79
HELZ,0.157
HELZ2,0.993
HEMGN,0.942
HEMK1,0.878
HENMT1,1.626
HEPACAM,0.729
HEPACAM2,1.125
HEPHL1,1.145
HEPN1,1.867
HERC1,0.325
HERC2,0.236
HERC3,0.432
HERC4,0.285
HERC5,0.914
HERC6,1.209
HERPUD1,0.606
HERPUD2,0.451
HES1,0.607
HES2,1.91
HES3,1.751
HES4,1.946
HES5,1.772
HES6,1.919
HES7,1.319
HESX1,0.549
HEXA,0.882
HEXB,1.095
HEXD,0.627
HEXIM1,0.148
HEXIM2,1.219
HEY1,0.566
HEY2,1.204
HEYL,0.951
HFE,1.013
HFM1,1.061
HGD,1.145
HGF,0.392
HGFAC,1.546
HGH1,1.441
HGS,0.538
HGSNAT,0.832
HHAT,0.777
HHATL,1.033
HHEX,0.653
HHIP,0.29
HHIPL1,1.0
HHIPL2,1.137
HHLA1,1.242
HHLA2,1.284
HIBADH,1.128
HIBCH,1.057
HIC1,0.901
HIC2,0.168
HID1,0.557
HIF1A,0.328
HIF1AN,0.573
HIF3A,0.822
HIGD1A,1.307
HIGD1B,1.563
HIGD1C,1.802
HIGD2A,1.368
HIKESHI,0.652
HILPDA,1.789
HINFP,0.455
HINT1,1.777
HINT2,1.231
HINT3,1.784
HIP1,0.546
HIP1R,1.205
HIPK1,0.32
HIPK2,0.321
HIPK3,0.454
HIPK4,0.81
HIRA,0.176
HIRIP3,1.014
HIVEP1,0.231
HIVEP2,0.114
HIVEP3,0.306
HJURP,0.799
HJV,1.148
HK1,0.385
HK2,0.572
HK3,1.224
HKDC1,0.805
HLA-A,1.976
HLA-B,1.685
HLA-C,1.966
HLA-DMA,0.946
HLA-DMB,1.083
HLA-DOA,1.641
HLA-DOB,1.018
HLA-DPA1,1.276
HLA-DPB1,1.374
HLA-DQA1,1.911
HLA-DQA2,1.274
HLA-DQB1,1.699
HLA-DQB2,1.445
HLA-DRA,0.631
HLA-DRB1,1.891
HLA-DRB5,1.86
HLA-E,0.696
HLA-F,1.21
HLA-G,1.123
HLCS,0.823
HLF,0.381
HLTF,1.482
HLX,0.415
HM13,0.54
HMBOX1,0.375
HMBS,0.523
HMCES,0.856
HMCN1,0.542
HMCN2,0.898
HMG20A,0.511
HMG20B,1.086
HMGA1,0.291
HMGA2,0.951
HMGB1,0.168
HMGB1P1,1.345
HMGB2,0.284
HMGB4,1.931
HMGCL,1.032
HMGCLL1,1.219
HMGCR,0.421
HMGCS1,0.155
HMGCS2,1.051
HMGN1,0.703
HMGN2,0.886
HMGN3,0.486
HMGN4,1.72
HMGXB3,0.434
HMGXB4,0.563
HMHB1,1.918
HMMR,1.098
HMOX1,1.034
HMOX2,1.001
HMSD,1.519
HMX1,1.945
HMX2,1.214
HMX3,1.076
HNF1A,0.429
HNF1B,0.179
HNF4A,0.321
HNF4G,0.421
HNMT,1.492
HNRNPA0,1.349
HNRNPA1,0.175
HNRNPA1L2,1.029
HNRNPA1P48,1.041
HNRNPA2B1,0.108
HNRNPA3,0.144
HNRNPAB,0.603
HNRNPC,0.162
HNRNPCL1,1.2
HNRNPCL2,1.368
HNRNPCL3,1.109
HNRNPD,0.195
HNRNPDL,0.444
HNRNPF,0.233
HNRNPH1,0.111
HNRNPH3,0.233
HNRNPK,0.242
HNRNPL,0.065
HNRNPLL,0.853
HNRNPM,0.278
HNRNPR,0.112
HNRNPU,0.081
HNRNPUL1,0.128
HNRNPUL2,0.391
HNRNPUL2-BSCL2,
HOATZ,1.372
HOGA1,1.131
HOMER1,0.158
HOMER2,0.774
HOMER3,1.115
HOMEZ,0.577
HOOK1,0.88
HOOK2,0.982
HOOK3,0.387
HOPX,1.271
HORMAD1,0.666
HORMAD2,1.524
HOXA1,1.012
HOXA10,0.834
HOXA11,0.605
HOXA13,0.482
HOXA2,0.334
HOXA3,0.544
HOXA4,1.733
HOXA5,0.996
HOXA6,1.121
HOXA7,1.572
HOXA9,1.351
HOXB1,0.749
HOXB13,1.273
HOXB2,1.649
HOXB3,0.965
HOXB4,1.177
HOXB5,0.921
HOXB6,1.158
HOXB7,1.207
HOXB8,1.124
HOXB9,0.962
HOXC10,0.872
HOXC11,1.116
HOXC12,1.89
HOXC13,0.828
HOXC4,0.863
HOXC5,1.445
HOXC6,0.67
HOXC8,0.872
HOXC9,0.934
HOXD1,1.378
HOXD10,0.806
HOXD11,1.425
HOXD12,1.684
HOXD13,0.957
HOXD3,0.637
HOXD4,0.942
HOXD8,0.904
HOXD9,1.655
HP,0.875
HP1BP3,0.313
HPCA,0.557
HPCAL1,0.943
HPCAL4,1.285
HPD,0.799
HPDL,1.183
HPF1,1.321
HPGD,1.269
HPGDS,1.925
HPN,0.396
HPR,1.313
HPS1,0.879
HPS3,0.684
HPS4,0.539
HPS5,0.694
HPS6,1.146
HPSE,1.066
HPSE2,0.735
HPX,0.916
HR,0.817
HRAS,0.865
HRC,0.79
HRCT1,
HRG,1.287
HRH1,1.074
HRH2,0.428
HRH3,0.767
HRH4,1.758
HRK,1.932
HRNR,1.951
HROB,0.853
HS1BP3,1.123
HS2ST1,0.683
HS3ST1,0.709
HS3ST2,0.959
HS3ST3A1,1.045
HS3ST3B1,1.546
HS3ST4,1.135
HS3ST5,0.679
HS3ST6,1.851
HS6ST1,0.421
HS6ST3,0.621
HSBP1,1.529
HSBP1L1,1.958
HSCB,0.869
HSD11B1,0.924
HSD11B1L,1.215
HSD11B2,1.204
HSD17B1,1.088
HSD17B11,1.122
HSD17B12,1.311
HSD17B13,1.15
HSD17B14,1.313
HSD17B2,1.387
HSD17B3,0.837
HSD17B4,0.785
HSD17B6,0.829
HSD17B7,0.922
HSD17B8,1.02
HSD3B1,1.606
HSD3B2,1.44
HSD3B7,1.411
HSDL1,1.195
HSDL2,1.174
HSF1,0.746
HSF2,0.409
HSF2BP,1.127
HSF4,0.844
HSF5,0.255
HSH2D,1.109
HSP90AA1,0.362
HSP90AB1,0.35
HSP90B1,0.304
HSPA12A,0.497
HSPA12B,1.011
